"County","State","Average_Mort_Score","Average_Readm_Score","Death_Cat","Readm_Cat","Death_Readm_Cat"
"BANNOCK","ID",13,16.3,"Better Than National","Better Than National","Better Than National"
"BALTIMORE CITY","MD",NA,NA,NA,NA,NA
"BALTIMORE","MD",NA,NA,NA,NA,NA
"BALDWIN","AL",14.35,16,NA,"Better Than National",NA
"BALDWIN","GA",NA,NA,NA,NA,NA
"BAKER","FL",NA,NA,NA,NA,NA
"BAKER","OR",NA,NA,NA,NA,NA
"BAILEY","TX",NA,NA,NA,NA,NA
"BACON","GA",NA,NA,NA,NA,NA
"BACA","CO",NA,NA,NA,NA,NA
"AVOYELLES","LA",NA,NA,NA,NA,NA
"AVERY","NC",NA,NA,NA,NA,NA
"AUTAUGA","AL",13.9,NA,NA,NA,NA
"AUSTIN","TX",NA,NA,NA,NA,NA
"AUGUSTA","VA",14.7,16.4,NA,NA,NA
"AUGLAIZE","OH",14.5,17.1,NA,NA,NA
"AUDUBON","IA",NA,NA,NA,NA,NA
"AUDRAIN","MO",13.1,17.3,"Better Than National","Worse Than National",NA
"ATTALA","MS",NA,NA,NA,NA,NA
"ATOKA","OK",NA,NA,NA,NA,NA
"ATLANTIC","NJ",13.8,16.7,NA,NA,NA
"ATHENS","OH",NA,NA,NA,NA,NA
"ATCHISON","KS",NA,NA,NA,NA,NA
"ATCHISON","MO",NA,NA,NA,NA,NA
"ATASCOSA","TX",NA,NA,NA,NA,NA
"ASSUMPTION","LA",NA,NA,NA,NA,NA
"ASOTIN","WA",NA,NA,NA,NA,NA
"ASHTABULA","OH",12.3,18,"Better Than National","Worse Than National",NA
"ASHLEY","AR",NA,NA,NA,NA,NA
"ASHLAND","OH",14.7,NA,NA,NA,NA
"ASHLAND","WI",16,16.8,"Worse Than National",NA,NA
"ASHE","NC",NA,NA,NA,NA,NA
"ASCENSION","LA",14,NA,NA,NA,NA
"ARROYO","PR",NA,NA,NA,NA,NA
"AROOSTOOK","ME",13.475,17,"Better Than National",NA,NA
"ARMSTRONG","PA",14.1,16.8,NA,NA,NA
"ARLINGTON","VA",14.4,15.9,NA,"Better Than National",NA
"ARKANSAS","AR",NA,NA,NA,NA,NA
"ARENAC","MI",14,NA,NA,NA,NA
"ARECIBO","PR",NA,NA,NA,NA,NA
"ARCHULETA","CO",NA,NA,NA,NA,NA
"ARAPAHOE","CO",14.0666666666667,16.2,NA,"Better Than National",NA
"APPLING","GA",NA,NA,NA,NA,NA
"APPANOOSE","IA",NA,NA,NA,NA,NA
"APACHE","AZ",NA,NA,NA,NA,NA
"ANTELOPE","NE",NA,NA,NA,NA,NA
"ANSON","NC",NA,NA,NA,NA,NA
"ANOKA","MN",13.25,15.7,"Better Than National","Better Than National","Better Than National"
"ANNE ARUNDEL","MD",NA,NA,NA,NA,NA
"ANGELINA","TX",13.15,16.75,"Better Than National",NA,NA
"ANDROSCOGGIN","ME",14.35,15.95,NA,"Better Than National",NA
"ANDREWS","TX",NA,NA,NA,NA,NA
"ANDERSON","KS",NA,NA,NA,NA,NA
"ANDERSON","SC",13.5,17.5,"Better Than National","Worse Than National",NA
"ANDERSON","TN",15,17.1,"Worse Than National",NA,NA
"ANDERSON","TX",14.1,16.8,NA,NA,NA
"ANCHORAGE","AK",12.7333333333333,16.1,"Better Than National","Better Than National","Better Than National"
"AMADOR","CA",15.9,16,"Worse Than National","Better Than National",NA
"ALPENA","MI",14.3,16.3,NA,"Better Than National",NA
"ALLENDALE","SC",NA,NA,NA,NA,NA
"ALLEN","IN",14.5333333333333,16.6333333333333,NA,NA,NA
"ALLEN","KS",NA,NA,NA,NA,NA
"ALLEN","KY",NA,NA,NA,NA,NA
"ALLEN","LA",NA,NA,NA,NA,NA
"ALLEN","OH",13.15,17.45,"Better Than National","Worse Than National",NA
"ALLEGHENY","PA",13.9615384615385,16.8083333333333,NA,NA,NA
"ALLEGHANY","NC",NA,NA,NA,NA,NA
"ALLEGHANY","VA",15.1,16.1,"Worse Than National","Better Than National",NA
"ALLEGANY","MD",NA,NA,NA,NA,NA
"ALLEGANY","NY",16,NA,"Worse Than National",NA,NA
"ALLEGAN","MI",NA,NA,NA,NA,NA
"ALLAMAKEE","IA",NA,NA,NA,NA,NA
"ALGER","MI",NA,NA,NA,NA,NA
"ALEXANDRIA CITY","VA",13.3,16.7,"Better Than National",NA,NA
"ALCORN","MS",17.6,17.6,"Worse Than National","Worse Than National","Worse Than National"
"ALBEMARLE","VA",16.7,17,"Worse Than National",NA,NA
"ALBANY","NY",13.8333333333333,16.8333333333333,NA,NA,NA
"ALBANY","WY",NA,NA,NA,NA,NA
"ALAMOSA","CO",NA,NA,NA,NA,NA
"ALAMEDA","CA",13.2777777777778,17.45,"Better Than National","Worse Than National",NA
"ALAMANCE","NC",16.4,16.8,"Worse Than National",NA,NA
"ALACHUA","FL",14.7,19,NA,"Worse Than National",NA
"AITKIN","MN",NA,NA,NA,NA,NA
"AIKEN","SC",15.4,15.2,"Worse Than National","Better Than National",NA
"AIBONITO","PR",13.8,NA,NA,NA,NA
"AGUADILLA","PR",NA,NA,NA,NA,NA
"ADDISON","VT",NA,NA,NA,NA,NA
"ADAMS","CO",13.3333333333333,16.7666666666667,"Better Than National",NA,NA
"ADAMS","IA",NA,NA,NA,NA,NA
"ADAMS","IL",14.2,16.1,NA,"Better Than National",NA
"ADAMS","IN",NA,NA,NA,NA,NA
"ADAMS","MS",15.9,17.8,"Worse Than National","Worse Than National","Worse Than National"
"ADAMS","ND",NA,NA,NA,NA,NA
"ADAMS","NE",14.1,NA,NA,NA,NA
"ADAMS","OH",NA,NA,NA,NA,NA
"ADAMS","PA",14,16.8,NA,NA,NA
"ADAMS","WA",NA,NA,NA,NA,NA
"ADAMS","WI",NA,NA,NA,NA,NA
"ADAIR","IA",NA,NA,NA,NA,NA
"ADAIR","KY",NA,NA,NA,NA,NA
"ADAIR","MO",12.7,17.2,"Better Than National",NA,NA
"ADAIR","OK",NA,NA,NA,NA,NA
"ADA","ID",13.3,14.9,"Better Than National","Better Than National","Better Than National"
"ACADIA","LA",NA,NA,NA,NA,NA
"ABBEVILLE","SC",NA,NA,NA,NA,NA
"","AK",NA,NA,NA,NA,NA
"","AS",NA,NA,NA,NA,NA
"","GU",15.2,17.6,"Worse Than National","Worse Than National","Worse Than National"
"","MP",15.1,18,"Worse Than National","Worse Than National","Worse Than National"
"","SD",NA,NA,NA,NA,NA
"","VI",16.65,16.4,"Worse Than National",NA,NA
